id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str,x_max_nm
ALD_Al2O3_Si_00882,Al2O3,Si(100),ALD,252.3,4.3,0.66,1.08,99.9,1.91,1.0172832294407492e-17,1.02e-17,6.4338307165130235
ALD_Al2O3_Si_00883,Al2O3,Si(100),ALD,226.8,1.3,0.88,1.06,99.9,1.01,8.99747638678313e-18,9e-18,3.694591442197715
ALD_Al2O3_Si_00884,Al2O3,Si(100),ALD,328.3,9.7,0.23,1.16,99.9,2.0,4.744229564167354e-18,4.74e-18,2.715939639676737
ALD_Al2O3_Si_00885,Al2O3,Si(100),ALD,263.0,7.1,0.38,1.09,99.9,2.0,1.0233564972229046e-17,1.02e-17,5.127180677590948
ALD_Al2O3_Si_00886,Al2O3,Si(100),ALD,214.9,10.0,0.89,1.09,99.2,0.66,1.0170885441461948e-17,1.02e-17,2.581437843918437
ALD_Al2O3_Si_00887,Al2O3,Si(100),ALD,310.4,3.5,0.33,1.14,99.9,2.0,7.250624536908309e-18,7.25e-18,4.021777370384275
ALD_Al2O3_Si_00888,Al2O3,Si(100),ALD,211.3,7.3,0.77,1.04,98.6,0.51,1.3113420494862136e-17,1.31e-17,2.1067688323116194
ALD_Al2O3_Si_00889,Al2O3,Si(100),ALD,260.2,0.7,0.27,1.08,99.9,2.0,4.687298565311876e-18,4.69e-18,2.9249371517021077
ALD_Al2O3_Si_00890,Al2O3,Si(100),ALD,217.2,9.6,0.3,1.05,98.8,0.71,2.6222534831102737e-18,2.62e-18,0.8186526346893387
ALD_Al2O3_Si_00891,Al2O3,Si(100),ALD,341.0,4.6,0.31,1.17,99.9,2.0,1.8309913454242493e-17,1.83e-17,6.194372820125583
ALD_Al2O3_Si_00892,Al2O3,Si(100),ALD,320.7,1.1,0.61,1.16,99.9,2.0,1.851101460872968e-17,1.85e-17,8.7368197784181
ALD_Al2O3_Si_00893,Al2O3,Si(100),ALD,305.3,0.8,0.6,1.15,99.9,2.0,1.5371033148432598e-17,1.54e-17,7.8958793335538395
ALD_Al2O3_Si_00894,Al2O3,Si(100),ALD,318.0,1.2,0.91,1.18,99.9,2.0,1.9519348966183644e-17,1.95e-17,10.0
ALD_Al2O3_Si_00895,Al2O3,Si(100),ALD,218.3,1.5,0.47,1.06,99.9,0.67,4.195108565586748e-18,4.2e-18,1.2230344385721479
ALD_Al2O3_Si_00896,Al2O3,Si(100),ALD,310.8,2.4,0.13,1.13,99.9,2.0,2.5836152825993192e-18,2.58e-18,1.5068115709498258
ALD_Al2O3_Si_00897,Al2O3,Si(100),ALD,279.6,8.8,0.8,1.12,99.9,2.0,2.011757620252105e-17,2.01e-17,10.0
ALD_Al2O3_Si_00898,Al2O3,Si(100),ALD,241.8,9.8,0.52,1.07,98.3,1.39,3.6135526816908e-18,3.61e-18,2.477005778308938
ALD_Al2O3_Si_00899,Al2O3,Si(100),ALD,280.5,6.0,0.42,1.12,99.9,2.0,1.0348886725506473e-17,1.03e-17,5.420568161277743
ALD_Al2O3_Si_00900,Al2O3,Si(100),ALD,255.6,8.2,0.2,1.05,99.9,1.94,1.9873727805657224e-18,1.99e-18,1.590009608324666
ALD_Al2O3_Si_00901,Al2O3,Si(100),ALD,286.7,2.7,0.94,1.14,99.9,2.0,1.631373320972045e-17,1.63e-17,10.0
ALD_Al2O3_Si_00902,Al2O3,Si(100),ALD,296.7,4.4,0.75,1.13,99.9,2.0,1.3388701491900617e-17,1.34e-17,8.238975455961508
ALD_Al2O3_Si_00903,Al2O3,Si(100),ALD,188.4,1.2,0.64,1.02,99.9,0.64,3.573306232341909e-18,3.57e-18,1.2581963810793027
ALD_Al2O3_Si_00904,Al2O3,Si(100),ALD,212.5,3.7,0.69,1.07,99.9,0.48,7.119025062582387e-18,7.12e-18,1.3829911340677403
ALD_Al2O3_Si_00905,Al2O3,Si(100),ALD,210.3,8.7,0.46,1.04,98.1,0.59,3.7494955329857225e-18,3.75e-18,1.0073043282435221
ALD_Al2O3_Si_00906,Al2O3,Si(100),ALD,169.6,10.0,0.49,0.99,94.0,0.92,2.205288034020744e-18,2.21e-18,1.2432597682508633
ALD_Al2O3_Si_00907,Al2O3,Si(100),ALD,277.2,7.1,0.54,1.08,99.9,2.0,9.00379101349898e-18,9e-18,5.73301305734399
ALD_Al2O3_Si_00908,Al2O3,Si(100),ALD,153.0,2.4,0.27,0.98,99.9,1.61,1.0279231510769753e-18,1.03e-18,1.1026341376165507
ALD_Al2O3_Si_00909,Al2O3,Si(100),ALD,308.2,8.5,0.56,1.15,99.9,2.0,1.035804129307533e-17,1.04e-17,6.2619007592795635
ALD_Al2O3_Si_00910,Al2O3,Si(100),ALD,214.0,0.2,0.82,1.09,99.9,0.64,4.4482448974137595e-18,4.45e-18,1.5890025607944191
ALD_Al2O3_Si_00911,Al2O3,Si(100),ALD,191.3,4.1,0.4,1.01,99.9,0.54,2.362563061135669e-18,2.36e-18,0.6824311032712099
ALD_Al2O3_Si_00912,Al2O3,Si(100),ALD,218.4,4.6,0.48,1.05,99.9,0.66,4.950587811272968e-18,4.95e-18,1.3226236699224074
ALD_Al2O3_Si_00913,Al2O3,Si(100),ALD,196.8,0.2,0.35,1.02,99.9,0.48,2.546112700456802e-18,2.55e-18,0.5890571386534362
ALD_Al2O3_Si_00914,Al2O3,Si(100),ALD,333.5,1.1,0.13,1.16,99.9,2.0,6.1283073067972355e-18,6.13e-18,2.3206801721076107
ALD_Al2O3_Si_00915,Al2O3,Si(100),ALD,253.4,6.3,0.16,1.06,99.9,1.95,4.472995774001818e-18,4.47e-18,2.1445550500851156
ALD_Al2O3_Si_00916,Al2O3,Si(100),ALD,268.1,6.1,0.45,1.09,99.9,2.0,5.722500529475574e-18,5.72e-18,4.172271157375166
ALD_Al2O3_Si_00917,Al2O3,Si(100),ALD,230.2,0.4,0.7,1.07,99.9,0.93,5.4642602678726176e-18,5.46e-18,2.364509206753702
ALD_Al2O3_Si_00918,Al2O3,Si(100),ALD,348.9,5.8,0.68,1.19,99.9,2.0,3.1412709862784086e-17,3.14e-17,10.0
ALD_Al2O3_Si_00919,Al2O3,Si(100),ALD,163.0,7.5,0.83,1.0,94.2,1.19,4.656495647338866e-18,4.66e-18,3.041297889403128
ALD_Al2O3_Si_00920,Al2O3,Si(100),ALD,183.0,0.8,0.45,1.01,99.9,0.6,3.928437145161551e-18,3.93e-18,1.0370764299714508
ALD_Al2O3_Si_00921,Al2O3,Si(100),ALD,192.6,6.0,0.8,1.05,99.9,0.59,6.198603857379865e-18,6.2e-18,1.707997766896466
ALD_Al2O3_Si_00922,Al2O3,Si(100),ALD,158.7,0.4,0.78,0.98,99.9,1.41,3.5821331223440615e-18,3.58e-18,3.0639426146639206
ALD_Al2O3_Si_00923,Al2O3,Si(100),ALD,321.5,9.3,0.84,1.17,99.9,2.0,1.9662331867609465e-17,1.97e-17,10.0
ALD_Al2O3_Si_00924,Al2O3,Si(100),ALD,254.6,4.8,0.64,1.08,99.9,1.99,9.23522360530096e-18,9.24e-18,6.289413134283634
ALD_Al2O3_Si_00925,Al2O3,Si(100),ALD,303.3,4.4,0.46,1.14,99.9,2.0,9.025520311113096e-18,9.03e-18,5.297712521403675
ALD_Al2O3_Si_00926,Al2O3,Si(100),ALD,266.1,2.7,0.31,1.06,99.9,2.0,6.458755068205481e-18,6.46e-18,3.678989959340934
ALD_Al2O3_Si_00927,Al2O3,Si(100),ALD,339.2,9.9,0.3,1.15,99.9,2.0,6.092112762187418e-18,6.09e-18,3.5149402102619165
ALD_Al2O3_Si_00928,Al2O3,Si(100),ALD,249.6,5.0,0.5,1.08,99.9,1.65,8.708215593267386e-18,8.71e-18,4.475864031112489
ALD_Al2O3_Si_00929,Al2O3,Si(100),ALD,156.2,5.7,0.29,0.99,95.5,1.53,7.861095095019447e-19,7.86e-19,0.9496756595089184
ALD_Al2O3_Si_00930,Al2O3,Si(100),ALD,282.5,4.9,0.55,1.11,99.9,2.0,9.612321393153504e-18,9.61e-18,5.978177894621799
ALD_Al2O3_Si_00931,Al2O3,Si(100),ALD,319.7,2.7,0.46,1.13,99.9,2.0,1.0183272645479416e-17,1.02e-17,5.627246628537157
ALD_Al2O3_Si_00932,Al2O3,Si(100),ALD,331.3,3.9,0.51,1.19,99.9,2.0,8.908250337893622e-18,8.91e-18,5.541848415909809
ALD_Al2O3_Si_00933,Al2O3,Si(100),ALD,306.2,2.4,0.58,1.11,99.9,2.0,6.727814047038798e-18,6.73e-18,5.135991950502816
ALD_Al2O3_Si_00934,Al2O3,Si(100),ALD,310.5,3.4,0.96,1.13,99.9,2.0,1.5351129899331468e-17,1.54e-17,9.981116800974803
ALD_Al2O3_Si_00935,Al2O3,Si(100),ALD,322.4,8.2,0.57,1.16,99.9,2.0,1.4478807477536886e-17,1.45e-17,7.469253039792207
ALD_Al2O3_Si_00936,Al2O3,Si(100),ALD,300.1,8.8,0.26,1.11,99.9,2.0,4.302186817715861e-18,4.3e-18,2.7498224580538646
ALD_Al2O3_Si_00937,Al2O3,Si(100),ALD,169.0,5.4,0.6,0.98,99.9,0.96,2.3808856236888497e-18,2.38e-18,1.4916243928894186
ALD_Al2O3_Si_00938,Al2O3,Si(100),ALD,202.8,3.4,0.55,1.04,99.9,0.62,6.265363393517639e-18,6.27e-18,1.4961995479985863
ALD_Al2O3_Si_00939,Al2O3,Si(100),ALD,174.4,3.8,0.66,1.01,96.8,0.74,2.62658448974664e-18,2.63e-18,1.2666094604530629
ALD_Al2O3_Si_00940,Al2O3,Si(100),ALD,166.5,8.7,0.75,1.0,96.0,1.19,4.839826403069161e-18,4.84e-18,2.947378000816498
ALD_Al2O3_Si_00941,Al2O3,Si(100),ALD,177.4,3.5,0.88,1.0,99.9,0.79,3.955276399234825e-18,3.96e-18,1.9160207083259626
ALD_Al2O3_Si_00942,Al2O3,Si(100),ALD,329.8,5.2,0.91,1.19,99.9,2.0,1.7638787757980228e-17,1.76e-17,10.0
ALD_Al2O3_Si_00943,Al2O3,Si(100),ALD,222.1,0.2,0.93,1.08,99.9,0.72,7.166319439411691e-18,7.17e-18,2.4163809571132338
ALD_Al2O3_Si_00944,Al2O3,Si(100),ALD,150.5,6.3,0.55,0.98,95.7,1.62,2.9888050784823756e-18,2.99e-18,2.700153835355927
ALD_Al2O3_Si_00945,Al2O3,Si(100),ALD,294.0,8.1,0.24,1.13,99.9,2.0,3.0486076029453508e-18,3.05e-18,2.2239741399167703
ALD_Al2O3_Si_00946,Al2O3,Si(100),ALD,161.9,4.0,0.7,0.98,99.9,1.25,3.8720025704096054e-18,3.87e-18,2.6752859195311265
ALD_Al2O3_Si_00947,Al2O3,Si(100),ALD,165.9,5.5,0.98,0.99,97.6,1.19,3.859806127367823e-18,3.86e-18,3.0087499575448913
ALD_Al2O3_Si_00948,Al2O3,Si(100),ALD,330.7,1.1,0.54,1.15,99.9,2.0,1.1689755056233918e-17,1.17e-17,6.532402456774712
ALD_Al2O3_Si_00949,Al2O3,Si(100),ALD,272.5,4.0,0.72,1.11,99.9,2.0,1.2402675988397129e-17,1.24e-17,7.7695755721098765
ALD_Al2O3_Si_00950,Al2O3,Si(100),ALD,288.2,6.6,0.23,1.1,99.9,2.0,8.01742049196006e-18,8.02e-18,3.5306494276406855
ALD_Al2O3_Si_00951,Al2O3,Si(100),ALD,150.5,3.6,0.2,0.96,98.1,1.88,6.775303756086188e-19,6.78e-19,0.8996645016495163
ALD_Al2O3_Si_00952,Al2O3,Si(100),ALD,237.2,8.7,0.95,1.09,99.9,1.2,1.262948007822621e-17,1.26e-17,5.403549535486164
ALD_Al2O3_Si_00953,Al2O3,Si(100),ALD,312.3,9.8,0.8,1.13,99.9,2.0,1.657575440662189e-17,1.66e-17,9.467929014890807
ALD_Al2O3_Si_00954,Al2O3,Si(100),ALD,220.4,4.9,0.98,1.09,99.9,0.78,7.685121970807844e-18,7.69e-18,2.782763992238438
ALD_Al2O3_Si_00955,Al2O3,Si(100),ALD,205.9,1.5,0.59,1.03,99.9,0.5,6.34805103102686e-18,6.35e-18,1.2579389574853068
ALD_Al2O3_Si_00956,Al2O3,Si(100),ALD,183.8,6.4,0.81,1.04,98.8,0.68,3.931205053719048e-18,3.93e-18,1.5774573398136158
ALD_Al2O3_Si_00957,Al2O3,Si(100),ALD,235.7,6.1,0.65,1.07,99.6,1.12,4.886645189306301e-18,4.89e-18,2.5949169132024648
ALD_Al2O3_Si_00958,Al2O3,Si(100),ALD,298.4,9.8,0.5,1.13,99.9,2.0,1.1282533822892521e-17,1.13e-17,6.175351352058984
ALD_Al2O3_Si_00959,Al2O3,Si(100),ALD,342.2,0.7,0.94,1.2,99.9,2.0,4.622581181973658e-17,4.62e-17,10.0
ALD_Al2O3_Si_00960,Al2O3,Si(100),ALD,255.7,5.5,0.25,1.08,99.9,2.0,4.103623862153366e-18,4.1e-18,2.6334624218012275
ALD_Al2O3_Si_00961,Al2O3,Si(100),ALD,163.2,0.6,0.57,1.0,98.9,1.14,1.90012185271684e-18,1.9e-18,1.5423266320680848
ALD_Al2O3_Si_00962,Al2O3,Si(100),ALD,204.4,6.9,0.98,1.07,97.8,0.49,6.304847468247282e-18,6.3e-18,1.5833967978041281
ALD_Al2O3_Si_00963,Al2O3,Si(100),ALD,168.5,6.7,0.16,0.98,95.7,0.96,1.1800002726880417e-18,1.18e-18,0.5422700647777218
ALD_Al2O3_Si_00964,Al2O3,Si(100),ALD,277.7,5.5,0.35,1.11,99.9,2.0,9.021986596115797e-18,9.02e-18,4.620175352344321
ALD_Al2O3_Si_00965,Al2O3,Si(100),ALD,314.2,2.5,0.71,1.15,99.9,2.0,1.768424228943385e-17,1.77e-17,9.212887131207388
ALD_Al2O3_Si_00966,Al2O3,Si(100),ALD,290.9,9.8,0.76,1.15,99.9,2.0,1.1657123733484653e-17,1.17e-17,7.738839634799959
ALD_Al2O3_Si_00967,Al2O3,Si(100),ALD,317.4,5.1,0.96,1.16,99.9,2.0,3.7632018827952123e-17,3.76e-17,10.0
ALD_Al2O3_Si_00968,Al2O3,Si(100),ALD,199.5,3.9,0.38,1.05,99.9,0.51,2.7292074551598387e-18,2.73e-18,0.6751862683035837
ALD_Al2O3_Si_00969,Al2O3,Si(100),ALD,285.7,7.3,0.69,1.12,99.9,2.0,1.002583452731675e-17,1e-17,6.838457616247704
ALD_Al2O3_Si_00970,Al2O3,Si(100),ALD,312.1,4.6,0.57,1.12,99.9,2.0,1.0284073989777072e-17,1.03e-17,6.294965758239596
ALD_Al2O3_Si_00971,Al2O3,Si(100),ALD,259.0,7.7,0.87,1.1,99.9,2.0,8.071346376139255e-18,8.07e-18,6.889789714305524
ALD_Al2O3_Si_00972,Al2O3,Si(100),ALD,215.5,8.0,0.6,1.04,99.1,0.6,1.2124731184193678e-17,1.21e-17,2.1038088961400603
ALD_Al2O3_Si_00973,Al2O3,Si(100),ALD,331.4,4.1,0.87,1.19,99.9,2.0,3.665602179552146e-17,3.67e-17,10.0
ALD_Al2O3_Si_00974,Al2O3,Si(100),ALD,320.8,1.2,0.15,1.12,99.9,2.0,3.0975317452017453e-18,3.1e-18,1.7722576532870633
ALD_Al2O3_Si_00975,Al2O3,Si(100),ALD,261.8,2.9,0.72,1.09,99.9,2.0,1.6604629311053058e-17,1.66e-17,8.98988608285764
ALD_Al2O3_Si_00976,Al2O3,Si(100),ALD,209.1,6.7,0.36,1.0,99.9,0.6,3.4223396215550363e-18,3.42e-18,0.8657797140563356
ALD_Al2O3_Si_00977,Al2O3,Si(100),ALD,175.2,3.2,0.7,1.0,99.9,0.72,4.6241272361042176e-18,4.62e-18,1.683990962722001
ALD_Al2O3_Si_00978,Al2O3,Si(100),ALD,329.7,9.5,0.86,1.14,99.9,2.0,1.8710834996387677e-17,1.87e-17,10.0
ALD_Al2O3_Si_00979,Al2O3,Si(100),ALD,324.9,7.5,0.74,1.14,99.9,2.0,1.629271051843479e-17,1.63e-17,9.027882093681674
ALD_Al2O3_Si_00980,Al2O3,Si(100),ALD,219.1,7.3,0.88,1.07,99.9,0.57,7.780485626927893e-18,7.78e-18,1.9389334204909905
ALD_Al2O3_Si_00981,Al2O3,Si(100),ALD,158.3,7.9,0.43,0.99,94.0,1.58,1.1693130018088213e-18,1.17e-18,1.4564650125924357
ALD_Al2O3_Si_00982,Al2O3,Si(100),ALD,163.3,5.3,0.42,0.99,99.1,1.27,1.8528544013541242e-18,1.85e-18,1.4564392193385547
ALD_Al2O3_Si_00983,Al2O3,Si(100),ALD,251.4,3.8,0.65,1.07,99.9,1.82,8.067934947695408e-18,8.07e-18,5.418169815651757
ALD_Al2O3_Si_00984,Al2O3,Si(100),ALD,236.0,8.1,0.37,1.05,99.9,1.08,5.770899659976906e-18,5.77e-18,2.0515860219186965
ALD_Al2O3_Si_00985,Al2O3,Si(100),ALD,311.1,6.2,0.51,1.14,99.9,2.0,9.442025062977366e-18,9.44e-18,5.705464539116931
ALD_Al2O3_Si_00986,Al2O3,Si(100),ALD,207.6,3.8,0.1,1.0,99.9,0.54,1.0061572770574566e-18,1.01e-18,0.3
ALD_Al2O3_Si_00987,Al2O3,Si(100),ALD,254.4,8.7,0.16,1.08,99.9,2.0,1.0994637737664656e-18,1.1e-18,1.0904953084290685
ALD_Al2O3_Si_00988,Al2O3,Si(100),ALD,208.9,7.1,0.44,1.04,99.7,0.66,5.012446902589733e-18,5.01e-18,1.274202693099944
ALD_Al2O3_Si_00989,Al2O3,Si(100),ALD,344.1,7.1,0.09,1.15,99.9,2.0,2.259862112115288e-18,2.26e-18,1.1725613455213937
ALD_Al2O3_Si_00990,Al2O3,Si(100),ALD,316.5,0.2,0.59,1.15,99.9,2.0,1.4543792364314284e-17,1.45e-17,7.616197310064326
ALD_Al2O3_Si_00991,Al2O3,Si(100),ALD,260.2,6.0,0.94,1.11,99.9,2.0,1.4343770251361805e-17,1.43e-17,9.547044238153159
ALD_Al2O3_Si_00992,Al2O3,Si(100),ALD,213.1,4.9,0.24,0.99,99.9,0.55,2.119677278686655e-18,2.12e-18,0.5099722384906659
ALD_Al2O3_Si_00993,Al2O3,Si(100),ALD,203.2,7.6,0.41,1.02,97.9,0.54,2.993089290787896e-18,2.99e-18,0.7776584171032612
ALD_Al2O3_Si_00994,Al2O3,Si(100),ALD,252.9,1.5,0.66,1.08,99.9,1.96,5.699172121653857e-18,5.7e-18,4.941710256074026
ALD_Al2O3_Si_00995,Al2O3,Si(100),ALD,295.9,2.0,0.23,1.09,99.9,2.0,3.345619385169688e-18,3.35e-18,2.2807387005226687
ALD_Al2O3_Si_00996,Al2O3,Si(100),ALD,341.8,6.1,0.84,1.18,99.9,2.0,3.4589208843254285e-17,3.46e-17,10.0
ALD_Al2O3_Si_00997,Al2O3,Si(100),ALD,294.0,7.5,0.86,1.16,99.9,2.0,1.3524437947138266e-17,1.35e-17,8.867111843745008
ALD_Al2O3_Si_00998,Al2O3,Si(100),ALD,206.7,5.6,0.54,1.04,99.9,0.62,4.14957545226718e-18,4.15e-18,1.2065178586307304
ALD_Al2O3_Si_00999,Al2O3,Si(100),ALD,169.0,2.4,0.33,0.98,99.9,1.0,1.1439922616123216e-18,1.14e-18,0.7987518289814377
ALD_Al2O3_Si_01000,Al2O3,Si(100),ALD,247.8,4.3,0.1,1.06,99.9,1.47,1.5892709393484877e-18,1.59e-18,0.7618327846776134
ALD_Al2O3_Si_01001,Al2O3,Si(100),ALD,341.4,4.5,0.39,1.18,99.9,2.0,7.914158123060242e-18,7.91e-18,4.567809811675177
ALD_Al2O3_Si_01002,Al2O3,Si(100),ALD,211.0,5.5,0.69,1.06,99.9,0.56,7.491471085570808e-18,7.49e-18,1.6551580801097094
ALD_Al2O3_Si_01003,Al2O3,Si(100),ALD,319.6,4.6,0.68,1.15,99.9,2.0,1.2034586925341254e-17,1.2e-17,7.437781199955312
ALD_Al2O3_Si_01004,Al2O3,Si(100),ALD,272.7,6.3,0.16,1.07,99.9,2.0,3.2925038446120547e-18,3.29e-18,1.887106822183736
ALD_Al2O3_Si_01005,Al2O3,Si(100),ALD,217.5,5.0,0.37,1.05,99.9,0.69,3.2306662317917706e-18,3.23e-18,0.9807071717161171
ALD_Al2O3_Si_01006,Al2O3,Si(100),ALD,319.8,7.7,0.46,1.15,99.9,2.0,9.569990297217694e-18,9.57e-18,5.455166526168394
ALD_Al2O3_Si_01007,Al2O3,Si(100),ALD,301.1,2.9,0.89,1.16,99.9,2.0,2.9065395621580485e-17,2.91e-17,10.0
ALD_Al2O3_Si_01008,Al2O3,Si(100),ALD,261.5,7.6,0.64,1.1,99.9,2.0,8.618685958291416e-18,8.62e-18,6.106380509757968
ALD_Al2O3_Si_01009,Al2O3,Si(100),ALD,301.2,9.5,0.17,1.13,99.9,2.0,3.051722175919187e-18,3.05e-18,1.8727090336104886
ALD_Al2O3_Si_01010,Al2O3,Si(100),ALD,236.2,9.8,0.65,1.06,98.9,1.32,9.04987251943719e-18,9.05e-18,4.161934035858485
ALD_Al2O3_Si_01011,Al2O3,Si(100),ALD,341.3,5.2,0.66,1.19,99.9,2.0,1.2891869418473449e-17,1.29e-17,7.584086273076088
ALD_Al2O3_Si_01012,Al2O3,Si(100),ALD,180.1,0.4,0.91,1.03,99.9,0.68,2.5896463714381844e-18,2.59e-18,1.357041698807787
ALD_Al2O3_Si_01013,Al2O3,Si(100),ALD,317.7,5.3,0.93,1.2,99.9,2.0,3.14742011534272e-17,3.15e-17,10.0
ALD_Al2O3_Si_01014,Al2O3,Si(100),ALD,215.8,4.0,0.88,1.05,99.9,0.67,5.898939080226723e-18,5.9e-18,1.9844787218891535
ALD_Al2O3_Si_01015,Al2O3,Si(100),ALD,316.2,0.4,0.15,1.15,99.9,2.0,4.4581136507052066e-18,4.46e-18,2.1261531557757265
ALD_Al2O3_Si_01016,Al2O3,Si(100),ALD,220.1,7.1,0.53,1.05,99.9,0.78,4.813649197202076e-18,4.81e-18,1.6196199154376267
ALD_Al2O3_Si_01017,Al2O3,Si(100),ALD,173.4,2.0,0.68,1.0,99.9,0.83,2.734425538208381e-18,2.73e-18,1.471326143198679
ALD_Al2O3_Si_01018,Al2O3,Si(100),ALD,235.9,4.1,0.3,1.04,99.9,1.18,3.762817111053917e-18,3.76e-18,1.6298308803473311
ALD_Al2O3_Si_01019,Al2O3,Si(100),ALD,242.3,8.3,0.79,1.08,99.0,1.54,7.905159582336532e-18,7.91e-18,5.003028069984026
ALD_Al2O3_Si_01020,Al2O3,Si(100),ALD,205.0,7.9,0.66,1.04,99.9,0.6,3.727039714873088e-18,3.73e-18,1.2233439562400263
ALD_Al2O3_Si_01021,Al2O3,Si(100),ALD,333.5,5.9,0.54,1.17,99.9,2.0,1.1138914211096449e-17,1.11e-17,6.376636451624515
ALD_Al2O3_Si_01022,Al2O3,Si(100),ALD,168.6,4.7,0.88,1.0,97.0,0.79,2.83366140778474e-18,2.83e-18,1.6217569113201968
ALD_Al2O3_Si_01023,Al2O3,Si(100),ALD,198.0,8.4,0.16,1.01,98.7,0.53,1.2980009577604382e-18,1.3e-18,0.31399065277017224
ALD_Al2O3_Si_01024,Al2O3,Si(100),ALD,200.2,7.6,0.42,1.05,99.9,0.57,2.3267705795279525e-18,2.33e-18,0.7325202502065529
ALD_Al2O3_Si_01025,Al2O3,Si(100),ALD,169.1,1.7,0.85,1.04,99.9,0.89,4.5754499351392144e-18,4.58e-18,2.281706216450871
ALD_Al2O3_Si_01026,Al2O3,Si(100),ALD,276.8,2.0,0.18,1.09,99.9,2.0,2.6466744963945887e-18,2.65e-18,1.7945677828415774
ALD_Al2O3_Si_01027,Al2O3,Si(100),ALD,307.5,4.0,0.7,1.14,99.9,2.0,1.138103049283768e-17,1.14e-17,7.338599068767
ALD_Al2O3_Si_01028,Al2O3,Si(100),ALD,278.8,6.1,0.16,1.09,99.9,2.0,1.6473301756119498e-18,1.65e-18,1.3348229537814689
ALD_Al2O3_Si_01029,Al2O3,Si(100),ALD,329.4,9.3,0.95,1.19,99.9,2.0,5.499993355250469e-17,5.5e-17,10.0
ALD_Al2O3_Si_01030,Al2O3,Si(100),ALD,193.1,7.4,0.87,1.02,98.9,0.63,5.903212973367346e-18,5.9e-18,1.856041805129697
ALD_Al2O3_Si_01031,Al2O3,Si(100),ALD,337.0,7.6,0.77,1.17,99.9,2.0,3.8860741104922113e-17,3.89e-17,10.0
ALD_Al2O3_Si_01032,Al2O3,Si(100),ALD,186.9,4.0,0.79,1.0,99.9,0.52,7.273486147352695e-18,7.27e-18,1.620434756008828
ALD_Al2O3_Si_01033,Al2O3,Si(100),ALD,173.7,4.6,0.32,1.0,97.1,0.92,1.6278385660071428e-18,1.63e-18,0.8632008026379352
ALD_Al2O3_Si_01034,Al2O3,Si(100),ALD,200.0,5.7,0.1,1.01,99.9,0.4,8.118562908984203e-19,8.12e-19,0.3
ALD_Al2O3_Si_01035,Al2O3,Si(100),ALD,210.9,1.3,0.15,1.01,99.9,0.66,1.2974678015460029e-18,1.3e-18,0.3785133590754714
ALD_Al2O3_Si_01036,Al2O3,Si(100),ALD,247.6,0.3,0.93,1.12,99.9,1.71,1.9200243627302053e-17,1.92e-17,9.393648529101803
ALD_Al2O3_Si_01037,Al2O3,Si(100),ALD,196.0,6.9,0.82,1.02,99.2,0.62,7.424494153141178e-18,7.42e-18,1.98872806602849
ALD_Al2O3_Si_01038,Al2O3,Si(100),ALD,158.9,9.5,0.07,0.94,94.0,1.33,2.623826827002716e-19,2.62e-19,0.3
ALD_Al2O3_Si_01039,Al2O3,Si(100),ALD,208.8,1.7,0.82,1.05,99.9,0.5,7.346073767336007e-18,7.35e-18,1.5953204244582213
ALD_Al2O3_Si_01040,Al2O3,Si(100),ALD,182.8,2.4,0.8,1.04,99.9,0.66,6.358884138970878e-18,6.36e-18,1.9351861064572282
ALD_Al2O3_Si_01041,Al2O3,Si(100),ALD,246.2,0.8,0.85,1.11,99.9,1.56,6.971549160004464e-18,6.97e-18,4.936760523299447
ALD_Al2O3_Si_01042,Al2O3,Si(100),ALD,237.2,0.4,0.53,1.06,99.9,1.14,6.577263406646954e-18,6.58e-18,2.7669974306819376
ALD_Al2O3_Si_01043,Al2O3,Si(100),ALD,251.7,6.9,0.38,1.09,99.9,1.8,7.075332066913238e-18,7.08e-18,3.836905203536341
ALD_Al2O3_Si_01044,Al2O3,Si(100),ALD,161.5,1.2,0.66,0.99,99.9,1.21,2.560183599572141e-18,2.56e-18,2.044731304350815
ALD_Al2O3_Si_01045,Al2O3,Si(100),ALD,168.0,8.7,0.14,0.97,94.6,0.92,6.095465334214978e-19,6.1e-19,0.34938047452754195
ALD_Al2O3_Si_01046,Al2O3,Si(100),ALD,293.9,1.5,0.44,1.13,99.9,2.0,1.1642513569599509e-17,1.16e-17,5.884682859884361
ALD_Al2O3_Si_01047,Al2O3,Si(100),ALD,204.9,4.5,0.47,1.04,99.9,0.51,3.2826635602576017e-18,3.28e-18,0.8235228321691334
ALD_Al2O3_Si_01048,Al2O3,Si(100),ALD,294.4,2.7,0.05,1.07,99.9,2.0,7.194675633250633e-19,7.19e-19,0.4931328790537814
ALD_Al2O3_Si_01049,Al2O3,Si(100),ALD,309.3,2.2,0.71,1.17,99.9,2.0,2.0486209269637068e-17,2.05e-17,9.915927087799208
ALD_Al2O3_Si_01050,Al2O3,Si(100),ALD,323.9,7.8,0.91,1.19,99.9,2.0,2.763719188648857e-17,2.76e-17,10.0
ALD_Al2O3_Si_01051,Al2O3,Si(100),ALD,188.2,8.1,0.48,1.0,99.8,0.73,3.2210649511938586e-18,3.22e-18,1.1800124032114525
