id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str
ALD_Al2O3_Si_01574,Al2O3,Si(100),ALD,300.6,2.9,0.28,1.09,99.9,2,4.4475537781022984e-18,4.45e-18
ALD_Al2O3_Si_01575,Al2O3,Si(100),ALD,279.4,4.8,0.77,1.12,99.9,2,7.552014461912142e-18,7.55e-18
ALD_Al2O3_Si_01576,Al2O3,Si(100),ALD,241,9.4,0.59,1.07,99.9,1.35,1.1200053572967389e-17,1.12e-17
ALD_Al2O3_Si_01577,Al2O3,Si(100),ALD,189.7,8.5,0.97,1.01,96,0.43,3.2279323166765063e-18,3.23e-18
ALD_Al2O3_Si_01578,Al2O3,Si(100),ALD,317.5,9.7,0.25,1.15,99.9,2,3.4062832481909815e-18,3.41e-18
ALD_Al2O3_Si_01579,Al2O3,Si(100),ALD,292.6,4.4,0.7,1.12,99.9,2,2.234260105268271e-17,2.23e-17
ALD_Al2O3_Si_01580,Al2O3,Si(100),ALD,152,8.9,0.82,0.98,94,1.65,3.7477195953139165e-18,3.75e-18
ALD_Al2O3_Si_01581,Al2O3,Si(100),ALD,241.4,0.5,0.42,1.07,99.9,1.31,3.387366599112901e-18,3.39e-18
ALD_Al2O3_Si_01582,Al2O3,Si(100),ALD,209.3,8.5,0.91,1.07,99.4,0.56,9.09353101890742e-18,9.09e-18
ALD_Al2O3_Si_01583,Al2O3,Si(100),ALD,340.1,3.2,0.06,1.13,99.9,2,2.162008740091778e-18,2.16e-18
ALD_Al2O3_Si_01584,Al2O3,Si(100),ALD,207.4,8,0.25,1.02,99.5,0.72,1.3513237718244853e-18,1.35e-18
ALD_Al2O3_Si_01585,Al2O3,Si(100),ALD,310.9,3.9,0.09,1.12,99.9,2,1.7310762433795546e-18,1.73e-18
ALD_Al2O3_Si_01586,Al2O3,Si(100),ALD,179.8,4.9,0.32,1.01,99.9,0.83,2.5327999065474015e-18,2.53e-18
ALD_Al2O3_Si_01587,Al2O3,Si(100),ALD,321.3,10,0.87,1.17,99.9,2,1.6825427859675208e-17,1.68e-17
ALD_Al2O3_Si_01588,Al2O3,Si(100),ALD,187.1,3,0.74,1.02,99.9,0.58,5.2234380551539315e-18,5.22e-18
ALD_Al2O3_Si_01589,Al2O3,Si(100),ALD,299.9,7.8,0.77,1.13,99.9,2,2.365773364893389e-17,2.37e-17
ALD_Al2O3_Si_01590,Al2O3,Si(100),ALD,226.7,9.9,1,1.08,96.5,0.77,4.686417323356866e-18,4.69e-18
ALD_Al2O3_Si_01591,Al2O3,Si(100),ALD,227,3.1,0.44,1.03,99.9,0.89,3.814735014919285e-18,3.81e-18
ALD_Al2O3_Si_01592,Al2O3,Si(100),ALD,209.1,4.6,0.49,0.99,99.9,0.38,4.298679122467493e-18,4.30e-18
ALD_Al2O3_Si_01593,Al2O3,Si(100),ALD,233.9,1.7,0.61,1.07,99.9,1.01,3.666414631642054e-18,3.67e-18
ALD_Al2O3_Si_01594,Al2O3,Si(100),ALD,265.9,8.1,0.6,1.11,99.9,2,7.29121965516792e-18,7.29e-18
ALD_Al2O3_Si_01595,Al2O3,Si(100),ALD,154.2,5.9,0.88,0.96,97.3,1.65,5.612569360943296e-18,5.61e-18
ALD_Al2O3_Si_01596,Al2O3,Si(100),ALD,290.1,0.5,0.84,1.12,99.9,2,1.2385413747334666e-17,1.24e-17
ALD_Al2O3_Si_01597,Al2O3,Si(100),ALD,268.6,1.9,0.26,1.09,99.9,2,2.4258204714750106e-18,2.43e-18
ALD_Al2O3_Si_01598,Al2O3,Si(100),ALD,186,0.4,0.89,1.06,99.9,0.61,8.002779960386278e-18,8.00e-18
ALD_Al2O3_Si_01599,Al2O3,Si(100),ALD,186.4,0.9,0.31,1,99.9,0.67,2.2771467163855832e-18,2.28e-18
ALD_Al2O3_Si_01600,Al2O3,Si(100),ALD,224.5,9.9,0.35,1.03,97.6,0.7,3.2461880871496186e-18,3.25e-18
ALD_Al2O3_Si_01601,Al2O3,Si(100),ALD,287.4,3.9,0.54,1.11,99.9,2,9.282471784074526e-18,9.28e-18
ALD_Al2O3_Si_01602,Al2O3,Si(100),ALD,333.7,9.6,0.79,1.19,99.9,2,3.0245621107798015e-17,3.02e-17
ALD_Al2O3_Si_01603,Al2O3,Si(100),ALD,226.4,0.3,0.6,1.05,99.9,0.84,6.32708235714212e-18,6.33e-18
ALD_Al2O3_Si_01604,Al2O3,Si(100),ALD,226.7,9.2,0.66,1.05,99.2,0.83,7.76986323455828e-18,7.77e-18
ALD_Al2O3_Si_01605,Al2O3,Si(100),ALD,203.6,6.7,0.78,1.04,99.3,0.55,4.883816559134886e-18,4.88e-18
ALD_Al2O3_Si_01606,Al2O3,Si(100),ALD,340,0.9,0.09,1.13,99.9,2,1.4607970713493836e-18,1.46e-18
ALD_Al2O3_Si_01607,Al2O3,Si(100),ALD,313.1,6.4,0.57,1.14,99.9,2,1.5653062947986807e-17,1.57e-17
ALD_Al2O3_Si_01608,Al2O3,Si(100),ALD,300.2,2,0.5,1.15,99.9,2,1.403726736392971e-17,1.40e-17
ALD_Al2O3_Si_01609,Al2O3,Si(100),ALD,310.4,3,0.26,1.13,99.9,2,5.485620643165411e-18,5.49e-18
ALD_Al2O3_Si_01610,Al2O3,Si(100),ALD,203.7,5.1,0.97,1.05,99.9,0.66,9.716991619709493e-18,9.72e-18
ALD_Al2O3_Si_01611,Al2O3,Si(100),ALD,322.7,9.8,0.72,1.15,99.9,2,1.6349795849523135e-17,1.63e-17
ALD_Al2O3_Si_01612,Al2O3,Si(100),ALD,199,7.3,0.8,1.02,99.9,0.64,5.71898057219175e-18,5.72e-18
ALD_Al2O3_Si_01613,Al2O3,Si(100),ALD,278.6,8.7,0.45,1.11,99.9,2,1.2288105567182243e-17,1.23e-17
ALD_Al2O3_Si_01614,Al2O3,Si(100),ALD,158.7,7.6,0.48,0.98,94,1.4,2.1323889146656906e-18,2.13e-18
ALD_Al2O3_Si_01615,Al2O3,Si(100),ALD,234.9,3.3,1,1.08,99.9,1.09,9.41976179016899e-18,9.42e-18
ALD_Al2O3_Si_01616,Al2O3,Si(100),ALD,280.7,8.4,0.66,1.16,99.9,2,6.197625817105022e-18,6.20e-18
ALD_Al2O3_Si_01617,Al2O3,Si(100),ALD,238,0.6,0.16,1.05,99.9,1.26,2.0615780657006694e-18,2.06e-18
ALD_Al2O3_Si_01618,Al2O3,Si(100),ALD,197.1,6.3,0.59,1.02,99.9,0.59,3.4203752082867017e-18,3.42e-18
ALD_Al2O3_Si_01619,Al2O3,Si(100),ALD,279.9,2.1,0.87,1.12,99.9,2,1.491126386433727e-17,1.49e-17
ALD_Al2O3_Si_01620,Al2O3,Si(100),ALD,267.3,1.5,0.56,1.11,99.9,2,7.36343167983473e-18,7.36e-18
ALD_Al2O3_Si_01621,Al2O3,Si(100),ALD,186,4.4,0.79,1.03,99.9,0.89,4.414061870277951e-18,4.41e-18
ALD_Al2O3_Si_01622,Al2O3,Si(100),ALD,347.6,8.2,0.11,1.13,99.9,2,3.29302465357073e-18,3.29e-18
ALD_Al2O3_Si_01623,Al2O3,Si(100),ALD,290.3,5.8,0.9,1.15,99.9,2,1.621296362401699e-17,1.62e-17
ALD_Al2O3_Si_01624,Al2O3,Si(100),ALD,230,2.3,0.17,1.03,99.9,0.92,2.476416115842498e-18,2.48e-18
ALD_Al2O3_Si_01625,Al2O3,Si(100),ALD,336,2.7,0.44,1.19,99.9,2,2.0063452231851163e-17,2.01e-17
ALD_Al2O3_Si_01626,Al2O3,Si(100),ALD,162.9,3.3,0.67,1.01,97.7,1.17,4.13288088022152e-18,4.13e-18
ALD_Al2O3_Si_01627,Al2O3,Si(100),ALD,329.2,6.1,0.37,1.14,99.9,2,1.4410650358841643e-17,1.44e-17
ALD_Al2O3_Si_01628,Al2O3,Si(100),ALD,201.1,1.6,0.42,1.04,99.9,0.42,4.031976179138435e-18,4.03e-18
ALD_Al2O3_Si_01629,Al2O3,Si(100),ALD,195.7,7.5,0.45,1.02,99.9,0.43,3.722267640273648e-18,3.72e-18
ALD_Al2O3_Si_01630,Al2O3,Si(100),ALD,192.1,2.3,0.94,1.05,99.9,0.58,9.887747616245157e-18,9.89e-18
ALD_Al2O3_Si_01631,Al2O3,Si(100),ALD,289,8.1,0.63,1.13,99.9,2,7.690316817686861e-18,7.69e-18
ALD_Al2O3_Si_01632,Al2O3,Si(100),ALD,330.5,8.8,0.94,1.16,99.9,2,2.078108231035293e-17,2.08e-17
ALD_Al2O3_Si_01633,Al2O3,Si(100),ALD,216.1,2.1,0.5,1.03,99.9,0.54,3.4065005026318862e-18,3.41e-18
ALD_Al2O3_Si_01634,Al2O3,Si(100),ALD,306.1,3.9,0.82,1.16,99.9,2,1.601634938604287e-17,1.60e-17
ALD_Al2O3_Si_01635,Al2O3,Si(100),ALD,284.5,9,0.93,1.13,99.9,2,1.958962658534208e-17,1.96e-17
ALD_Al2O3_Si_01636,Al2O3,Si(100),ALD,310.1,3.4,0.98,1.15,99.9,2,1.562213218922658e-17,1.56e-17
ALD_Al2O3_Si_01637,Al2O3,Si(100),ALD,298.2,4.9,0.15,1.09,99.9,2,3.5481612914086896e-18,3.55e-18
ALD_Al2O3_Si_01638,Al2O3,Si(100),ALD,299.6,5.7,0.4,1.13,99.9,2,6.685835232349433e-18,6.69e-18
ALD_Al2O3_Si_01639,Al2O3,Si(100),ALD,253.4,0.9,0.45,1.11,99.9,1.98,5.150921610468133e-18,5.15e-18
ALD_Al2O3_Si_01640,Al2O3,Si(100),ALD,170.3,1.6,0.67,0.99,99.9,0.99,3.898183518781298e-18,3.90e-18
ALD_Al2O3_Si_01641,Al2O3,Si(100),ALD,197.2,6.7,0.85,1.04,99.9,0.6,1.007643644790484e-17,1.01e-17
ALD_Al2O3_Si_01642,Al2O3,Si(100),ALD,334.3,7.7,0.12,1.16,99.9,2,2.827416705867411e-18,2.83e-18
ALD_Al2O3_Si_01643,Al2O3,Si(100),ALD,307.2,8.5,0.11,1.11,99.9,2,2.316110477276566e-18,2.32e-18
ALD_Al2O3_Si_01644,Al2O3,Si(100),ALD,309.5,1.3,0.64,1.15,99.9,2,1.0213792850000372e-17,1.02e-17
ALD_Al2O3_Si_01645,Al2O3,Si(100),ALD,234.9,0.5,0.96,1.07,99.9,1.22,8.09284724176431e-18,8.09e-18
ALD_Al2O3_Si_01646,Al2O3,Si(100),ALD,169.6,3.4,0.21,0.99,99.9,0.99,8.371289236122342e-19,8.37e-19
ALD_Al2O3_Si_01647,Al2O3,Si(100),ALD,223.4,7.9,0.47,1.04,99.9,0.97,4.7604486638931546e-18,4.76e-18
ALD_Al2O3_Si_01648,Al2O3,Si(100),ALD,275.2,7.3,0.94,1.14,99.9,2,1.675404268249478e-17,1.68e-17
ALD_Al2O3_Si_01649,Al2O3,Si(100),ALD,320.6,2.7,0.82,1.18,99.9,2,2.4823221686819208e-17,2.48e-17
ALD_Al2O3_Si_01650,Al2O3,Si(100),ALD,187.5,3.5,0.44,1.05,99.9,0.58,2.3103045405734672e-18,2.31e-18
ALD_Al2O3_Si_01651,Al2O3,Si(100),ALD,318,1.7,0.12,1.13,99.9,2,3.4999934425168444e-18,3.50e-18
ALD_Al2O3_Si_01652,Al2O3,Si(100),ALD,217.3,0.9,0.67,1.06,99.9,0.58,6.050452993326469e-18,6.05e-18
ALD_Al2O3_Si_01653,Al2O3,Si(100),ALD,212.8,3.8,0.48,1.04,99.9,0.6,3.924842774007387e-18,3.92e-18
ALD_Al2O3_Si_01654,Al2O3,Si(100),ALD,194.9,9.3,0.28,1,99.1,0.5,1.3614360176837625e-18,1.36e-18
ALD_Al2O3_Si_01655,Al2O3,Si(100),ALD,166.3,0.8,0.47,0.99,99.9,0.93,2.586938129314024e-18,2.59e-18
ALD_Al2O3_Si_01656,Al2O3,Si(100),ALD,193.2,2.8,0.16,1,99.9,0.44,1.1514868827347731e-18,1.15e-18
ALD_Al2O3_Si_01657,Al2O3,Si(100),ALD,229.3,8.3,0.86,1.07,99.9,0.91,8.749566769695563e-18,8.75e-18
ALD_Al2O3_Si_01658,Al2O3,Si(100),ALD,347.3,1.9,0.96,1.22,99.9,2,3.499150638154635e-17,3.50e-17
ALD_Al2O3_Si_01659,Al2O3,Si(100),ALD,305.6,2.5,0.73,1.13,99.9,2,1.9038271575733398e-17,1.90e-17
ALD_Al2O3_Si_01660,Al2O3,Si(100),ALD,237.4,7,0.91,1.1,99.9,1.2,7.023004779555856e-18,7.02e-18
ALD_Al2O3_Si_01661,Al2O3,Si(100),ALD,303.4,9.4,0.35,1.14,99.9,2,6.8693952377064134e-18,6.87e-18
ALD_Al2O3_Si_01662,Al2O3,Si(100),ALD,202.1,4.9,0.67,1.03,99.9,0.51,5.8812377708487575e-18,5.88e-18
ALD_Al2O3_Si_01663,Al2O3,Si(100),ALD,284.9,4.2,0.51,1.08,99.9,2,8.12551598552405e-18,8.13e-18
ALD_Al2O3_Si_01664,Al2O3,Si(100),ALD,248.1,6,0.07,1.04,99.9,1.67,1.1826363116476484e-18,1.18e-18
ALD_Al2O3_Si_01665,Al2O3,Si(100),ALD,264.3,1.7,0.48,1.11,99.9,2,6.920253984992168e-18,6.92e-18
ALD_Al2O3_Si_01666,Al2O3,Si(100),ALD,164,2.8,0.09,0.97,99.9,1.05,2.4765310028168675e-19,2.48e-19
ALD_Al2O3_Si_01667,Al2O3,Si(100),ALD,326,4.1,0.76,1.15,99.9,2,2.5642106392802478e-17,2.56e-17
ALD_Al2O3_Si_01668,Al2O3,Si(100),ALD,349.8,0.6,0.53,1.17,99.9,2,1.6889966909564814e-17,1.69e-17
ALD_Al2O3_Si_01669,Al2O3,Si(100),ALD,310.7,6.7,0.99,1.17,99.9,2,1.3062027534804267e-17,1.31e-17
ALD_Al2O3_Si_01670,Al2O3,Si(100),ALD,266.2,5.7,1,1.12,99.9,2,1.3278065052657899e-17,1.33e-17
ALD_Al2O3_Si_01671,Al2O3,Si(100),ALD,260.9,6.9,0.2,1.07,99.9,2,1.847541741224678e-18,1.85e-18
ALD_Al2O3_Si_01672,Al2O3,Si(100),ALD,229.8,1.6,0.8,1.06,99.9,0.92,9.991757765904277e-18,9.99e-18
ALD_Al2O3_Si_01673,Al2O3,Si(100),ALD,284.1,6.9,0.4,1.1,99.9,2,6.751695838509728e-18,6.75e-18
ALD_Al2O3_Si_01674,Al2O3,Si(100),ALD,339.3,7.3,0.78,1.16,99.9,2,1.7546879226054782e-17,1.75e-17
ALD_Al2O3_Si_01675,Al2O3,Si(100),ALD,271.7,2.9,0.95,1.14,99.9,2,1.835065991751079e-17,1.84e-17
ALD_Al2O3_Si_01676,Al2O3,Si(100),ALD,247.2,9.1,0.13,1.05,99,1.6,1.7819320842913557e-18,1.78e-18
ALD_Al2O3_Si_01677,Al2O3,Si(100),ALD,187,7.7,0.08,1.01,97.3,0.63,4.650713497406243e-19,4.65e-19
ALD_Al2O3_Si_01678,Al2O3,Si(100),ALD,254.5,1.9,0.52,1.1,99.9,1.89,4.584572048814462e-18,4.58e-18
ALD_Al2O3_Si_01679,Al2O3,Si(100),ALD,175.7,5.5,0.82,1.03,97.4,0.94,3.682233521360303e-18,3.68e-18
ALD_Al2O3_Si_01680,Al2O3,Si(100),ALD,202.9,4.2,0.97,1.04,99.9,0.61,5.704028246313201e-18,5.70e-18
ALD_Al2O3_Si_01681,Al2O3,Si(100),ALD,255.1,0.5,0.97,1.11,99.9,1.87,1.5545607977342298e-17,1.55e-17
ALD_Al2O3_Si_01682,Al2O3,Si(100),ALD,264.1,9.8,0.96,1.11,99.9,2,8.143202322034366e-18,8.14e-18
ALD_Al2O3_Si_01683,Al2O3,Si(100),ALD,196.2,7.3,0.59,1.01,99.9,0.55,4.171971088814149e-18,4.17e-18
ALD_Al2O3_Si_01684,Al2O3,Si(100),ALD,323.9,1.8,0.27,1.14,99.9,2,6.501510403478445e-18,6.50e-18
ALD_Al2O3_Si_01685,Al2O3,Si(100),ALD,271.5,1.2,0.71,1.09,99.9,2,1.4541936553926118e-17,1.45e-17
ALD_Al2O3_Si_01686,Al2O3,Si(100),ALD,169.4,9.7,0.21,1,94.4,1,1.1986681608420366e-18,1.20e-18
ALD_Al2O3_Si_01687,Al2O3,Si(100),ALD,277.7,1.7,0.32,1.09,99.9,2,6.0141214422970694e-18,6.01e-18
ALD_Al2O3_Si_01688,Al2O3,Si(100),ALD,277.3,3.2,0.08,1.08,99.9,2,1.027422640211539e-18,1.03e-18
ALD_Al2O3_Si_01689,Al2O3,Si(100),ALD,237.1,3.6,0.18,1.05,99.9,1.13,1.3138338021579635e-18,1.31e-18
ALD_Al2O3_Si_01690,Al2O3,Si(100),ALD,265.4,6.2,0.74,1.1,99.9,2,9.59392140945942e-18,9.59e-18
ALD_Al2O3_Si_01691,Al2O3,Si(100),ALD,320,0.9,0.95,1.18,99.9,2,2.956061259345357e-17,2.96e-17
ALD_Al2O3_Si_01692,Al2O3,Si(100),ALD,304.3,9.7,0.99,1.15,99.9,2,2.623914620672836e-17,2.62e-17
ALD_Al2O3_Si_01693,Al2O3,Si(100),ALD,225.5,2.2,0.6,1.07,99.9,1.03,5.002264330363866e-18,5.00e-18
ALD_Al2O3_Si_01694,Al2O3,Si(100),ALD,249.4,3.8,0.99,1.08,99.9,1.55,9.218936732475284e-18,9.22e-18
ALD_Al2O3_Si_01695,Al2O3,Si(100),ALD,279.4,8.7,0.55,1.11,99.9,2,6.563478537117838e-18,6.56e-18
ALD_Al2O3_Si_01696,Al2O3,Si(100),ALD,265.4,4.7,0.63,1.13,99.9,2,8.57863086239284e-18,8.58e-18
ALD_Al2O3_Si_01697,Al2O3,Si(100),ALD,269.5,2.6,0.49,1.08,99.9,2,7.626481784203452e-18,7.63e-18
ALD_Al2O3_Si_01698,Al2O3,Si(100),ALD,215.2,7.4,0.28,1.02,97.9,0.66,3.807462540891875e-18,3.81e-18
ALD_Al2O3_Si_01699,Al2O3,Si(100),ALD,211.2,7.5,0.74,1.06,99.9,0.49,6.322017294499462e-18,6.32e-18
ALD_Al2O3_Si_01700,Al2O3,Si(100),ALD,261.4,2,0.36,1.08,99.9,2,5.8306950385854905e-18,5.83e-18
ALD_Al2O3_Si_01701,Al2O3,Si(100),ALD,163.8,8.8,0.9,1.01,95.7,1.12,3.675680535333755e-18,3.68e-18
ALD_Al2O3_Si_01702,Al2O3,Si(100),ALD,180.9,6.9,0.26,1,99,0.71,1.5874302161041458e-18,1.59e-18
ALD_Al2O3_Si_01703,Al2O3,Si(100),ALD,271.3,8.8,0.98,1.13,99.9,2,1.5344086686417902e-17,1.53e-17
ALD_Al2O3_Si_01704,Al2O3,Si(100),ALD,346.2,5.8,1,1.21,99.9,2,3.05360013982845e-17,3.05e-17
ALD_Al2O3_Si_01705,Al2O3,Si(100),ALD,292.9,0.8,0.58,1.13,99.9,2,1.0827796506770096e-17,1.08e-17
ALD_Al2O3_Si_01706,Al2O3,Si(100),ALD,232.8,0.7,0.7,1.06,99.9,0.99,7.489030594431392e-18,7.49e-18
ALD_Al2O3_Si_01707,Al2O3,Si(100),ALD,227,2.2,0.4,1.06,99.9,0.95,4.418875074641194e-18,4.42e-18
ALD_Al2O3_Si_01708,Al2O3,Si(100),ALD,281.4,2.5,0.18,1.12,99.9,2,4.28000754986348e-18,4.28e-18
ALD_Al2O3_Si_01709,Al2O3,Si(100),ALD,313.9,8.4,0.3,1.13,99.9,2,3.483485852457354e-18,3.48e-18
ALD_Al2O3_Si_01710,Al2O3,Si(100),ALD,221.3,8.1,0.88,1.05,99.8,0.68,1.125574202091744e-17,1.13e-17
ALD_Al2O3_Si_01711,Al2O3,Si(100),ALD,296.1,1.3,0.75,1.15,99.9,2,8.614184904505493e-18,8.61e-18
ALD_Al2O3_Si_01712,Al2O3,Si(100),ALD,321.2,8.6,0.86,1.16,99.9,2,2.3559961762383824e-17,2.36e-17
ALD_Al2O3_Si_01713,Al2O3,Si(100),ALD,340,0.9,0.21,1.12,99.9,2,1.2529888228761273e-17,1.25e-17
ALD_Al2O3_Si_01714,Al2O3,Si(100),ALD,337,8.4,0.73,1.19,99.9,2,2.0886516478131043e-17,2.09e-17
ALD_Al2O3_Si_01715,Al2O3,Si(100),ALD,157,9.3,0.15,0.96,94.1,1.38,7.794490853621748e-19,7.79e-19
ALD_Al2O3_Si_01716,Al2O3,Si(100),ALD,153.2,9.7,0.57,0.98,94,1.6,2.4076674304430078e-18,2.41e-18
ALD_Al2O3_Si_01717,Al2O3,Si(100),ALD,189.6,7,0.9,1.04,99.4,0.54,7.318979673380615e-18,7.32e-18
ALD_Al2O3_Si_01718,Al2O3,Si(100),ALD,220.8,6.7,0.97,1.07,99.9,0.6,9.84867370495066e-18,9.85e-18
ALD_Al2O3_Si_01719,Al2O3,Si(100),ALD,300.9,3.6,0.71,1.15,99.9,2,1.1746885763027271e-17,1.17e-17
ALD_Al2O3_Si_01720,Al2O3,Si(100),ALD,318.7,4.9,0.58,1.14,99.9,2,1.3566048508182038e-17,1.36e-17
ALD_Al2O3_Si_01721,Al2O3,Si(100),ALD,239.7,5.2,0.58,1.08,99.9,1.26,4.545531025551153e-18,4.55e-18
ALD_Al2O3_Si_01722,Al2O3,Si(100),ALD,292.5,9,0.84,1.13,99.9,2,1.5016696851369713e-17,1.50e-17
ALD_Al2O3_Si_01723,Al2O3,Si(100),ALD,238.2,1.4,0.8,1.09,99.9,1.25,7.657127281192346e-18,7.66e-18
ALD_Al2O3_Si_01724,Al2O3,Si(100),ALD,185.4,4.2,0.44,1.02,99.3,0.63,2.9022523284312272e-18,2.90e-18
ALD_Al2O3_Si_01725,Al2O3,Si(100),ALD,287.3,9,0.86,1.12,99.9,2,1.228689412636941e-17,1.23e-17
ALD_Al2O3_Si_01726,Al2O3,Si(100),ALD,303.6,9.8,0.12,1.13,99.9,2,2.3893140149090645e-18,2.39e-18
ALD_Al2O3_Si_01727,Al2O3,Si(100),ALD,272.1,4.3,0.05,1.07,99.9,2,7.948619821825084e-19,7.95e-19
ALD_Al2O3_Si_01728,Al2O3,Si(100),ALD,323.1,3.8,0.96,1.18,99.9,2,2.4755202209141473e-17,2.48e-17
ALD_Al2O3_Si_01729,Al2O3,Si(100),ALD,292.4,7.6,0.49,1.12,99.9,2,9.837601839118582e-18,9.84e-18
ALD_Al2O3_Si_01730,Al2O3,Si(100),ALD,304.4,2.5,0.28,1.15,99.9,2,5.583087401060198e-18,5.58e-18
ALD_Al2O3_Si_01731,Al2O3,Si(100),ALD,261.1,5.2,0.2,1.07,99.9,2,2.198234594473103e-18,2.20e-18
ALD_Al2O3_Si_01732,Al2O3,Si(100),ALD,286.4,8.8,0.99,1.13,99.9,2,1.782364079024134e-17,1.78e-17
ALD_Al2O3_Si_01733,Al2O3,Si(100),ALD,346.3,5,0.62,1.18,99.9,2,1.8718882877308128e-17,1.87e-17
ALD_Al2O3_Si_01734,Al2O3,Si(100),ALD,344.9,5,0.34,1.16,99.9,2,1.4554835155779687e-17,1.46e-17
ALD_Al2O3_Si_01735,Al2O3,Si(100),ALD,311.1,9.5,0.27,1.14,99.9,2,8.507143574444105e-18,8.51e-18
ALD_Al2O3_Si_01736,Al2O3,Si(100),ALD,312.2,2.6,0.57,1.12,99.9,2,8.519114057633121e-18,8.52e-18
ALD_Al2O3_Si_01737,Al2O3,Si(100),ALD,201.9,9.9,0.49,1.01,95.5,0.65,4.446572618352078e-18,4.45e-18
ALD_Al2O3_Si_01738,Al2O3,Si(100),ALD,176.4,9.9,0.83,1,97.7,0.83,6.1848162433782705e-18,6.18e-18
ALD_Al2O3_Si_01739,Al2O3,Si(100),ALD,245.9,1.5,0.3,1.08,99.9,1.6,2.368877560201935e-18,2.37e-18
ALD_Al2O3_Si_01740,Al2O3,Si(100),ALD,286.1,8,0.86,1.15,99.9,2,1.7833577183385605e-17,1.78e-17
ALD_Al2O3_Si_01741,Al2O3,Si(100),ALD,212.2,8.3,0.15,1.02,98.5,0.64,1.5936631121364176e-18,1.59e-18
ALD_Al2O3_Si_01742,Al2O3,Si(100),ALD,275.8,3.9,0.48,1.1,99.9,2,5.734226331364185e-18,5.73e-18
ALD_Al2O3_Si_01743,Al2O3,Si(100),ALD,187.3,5.5,0.49,1.01,99.9,0.71,2.9904754758471564e-18,2.99e-18
ALD_Al2O3_Si_01744,Al2O3,Si(100),ALD,181.1,8.6,0.16,1.01,95.6,0.66,1.0434176037580757e-18,1.04e-18
ALD_Al2O3_Si_01745,Al2O3,Si(100),ALD,191.8,6.6,0.94,1.02,99.9,0.46,7.577766976156609e-18,7.58e-18
ALD_Al2O3_Si_01746,Al2O3,Si(100),ALD,343.8,4.1,0.99,1.2,99.9,2,2.2826841653805083e-17,2.28e-17
ALD_Al2O3_Si_01747,Al2O3,Si(100),ALD,192.6,6.6,0.16,1.02,99.8,0.49,1.5358698992778114e-18,1.54e-18
ALD_Al2O3_Si_01748,Al2O3,Si(100),ALD,283.6,6.9,0.33,1.11,99.9,2,3.0984002268621872e-18,3.10e-18
ALD_Al2O3_Si_01749,Al2O3,Si(100),ALD,205.7,0.3,0.51,1.03,99.9,0.62,5.886183673870156e-18,5.89e-18
ALD_Al2O3_Si_01750,Al2O3,Si(100),ALD,201.3,9.3,0.26,1.03,94,0.61,2.3099908516527518e-18,2.31e-18
ALD_Al2O3_Si_01751,Al2O3,Si(100),ALD,288.7,3.3,0.81,1.09,99.9,2,1.2100032004373072e-17,1.21e-17
ALD_Al2O3_Si_01752,Al2O3,Si(100),ALD,152.8,3.2,0.22,0.97,99.9,1.58,1.2999631378028415e-18,1.30e-18
ALD_Al2O3_Si_01753,Al2O3,Si(100),ALD,324.1,5.8,0.76,1.15,99.9,2,1.4164193646256765e-17,1.42e-17
ALD_Al2O3_Si_01754,Al2O3,Si(100),ALD,201.4,0.4,0.54,1,99.9,0.56,4.1925674522540504e-18,4.19e-18
ALD_Al2O3_Si_01755,Al2O3,Si(100),ALD,291.1,4.5,0.88,1.14,99.9,2,1.7395749330574895e-17,1.74e-17
ALD_Al2O3_Si_01756,Al2O3,Si(100),ALD,296.3,8,0.32,1.13,99.9,2,6.667990731580618e-18,6.67e-18
ALD_Al2O3_Si_01757,Al2O3,Si(100),ALD,191.9,4,0.6,1.02,99.9,0.53,3.1523534517215137e-18,3.15e-18
ALD_Al2O3_Si_01758,Al2O3,Si(100),ALD,321.2,4.5,0.95,1.18,99.9,2,2.0364255357702948e-17,2.04e-17
ALD_Al2O3_Si_01759,Al2O3,Si(100),ALD,208.1,1.2,0.09,1.04,99.9,0.67,7.89497157678561e-19,7.89e-19
ALD_Al2O3_Si_01760,Al2O3,Si(100),ALD,219.9,9.7,0.36,1.06,98.1,0.72,2.6148715310200556e-18,2.61e-18
ALD_Al2O3_Si_01761,Al2O3,Si(100),ALD,249.2,1.2,0.69,1.11,99.9,1.72,9.031009527695763e-18,9.03e-18
ALD_Al2O3_Si_01762,Al2O3,Si(100),ALD,154.3,0.3,0.22,0.98,99.9,1.56,8.470623873002002e-19,8.47e-19
ALD_Al2O3_Si_01763,Al2O3,Si(100),ALD,161.8,6.8,0.92,1.01,94,1.12,6.255465220716159e-18,6.26e-18
ALD_Al2O3_Si_01764,Al2O3,Si(100),ALD,318.7,2.1,0.16,1.1,99.9,2,6.279943953022154e-18,6.28e-18
ALD_Al2O3_Si_01765,Al2O3,Si(100),ALD,257.9,2.4,0.11,1.06,99.9,2,1.3469504859632033e-18,1.35e-18
ALD_Al2O3_Si_01766,Al2O3,Si(100),ALD,244.2,6.8,0.12,1.04,99.9,1.56,1.8463849708155354e-18,1.85e-18
